ID;Mandante;Chutes;Chutes a gol;Posse de bola;Passes;Precisão de passe;Faltas;Cartões amarelos;Cartões vermelhos;Impedimentos;Escanteios;;;;
7250;1;20;5;47.0;342;80.0;17;2;0;1;9;;;;
7250;0;9;3;53.0;414;79.0;13;3;0;1;2;;;;
7253;1;15;7;40.0;326;72.0;19;2;0;3;3;;;;
7253;0;11;3;60.0;467;81.0;16;3;0;1;3;;;;
7249;1;20;6;70.0;632;88.0;19;1;0;2;8;;;;
7249;0;6;3;30.0;278;68.0;13;5;0;0;0;;;;
7251;1;8;1;51.0;439;79.0;26;3;0;3;3;;;;
7251;0;6;4;49.0;439;80.0;18;6;0;1;3;;;;
7258;1;16;6;57.0;588;85.0;10;0;0;0;4;;;;
7258;0;17;7;43.0;440;86.0;7;2;0;2;5;;;;
7257;1;12;3;60.0;619;88.0;14;2;0;2;1;;;;
7257;0;13;6;40.0;409;79.0;13;2;2;1;4;;;;
7256;1;17;9;42.0;446;82.0;14;1;0;2;4;;;;
7256;0;17;3;58.0;610;89.0;6;1;0;1;7;;;;
7260;1;18;3;56.0;457;74.0;14;3;0;2;14;;;;
7260;0;11;3;44.0;396;73.0;14;3;0;2;3;;;;
7259;1;22;5;72.0;568;87.0;15;2;0;0;6;;;;
7259;0;7;3;28.0;225;72.0;19;3;1;6;3;;;;
7261;1;14;4;73.0;668;87.0;12;2;0;0;4;;;;
7261;0;13;5;27.0;238;65.0;16;4;0;0;7;;;;
7262;1;8;3;48.0;303;77.0;22;4;0;2;5;;;;
7262;0;8;3;52.0;326;77.0;23;4;0;0;9;;;;
7265;1;19;4;53.0;462;87.0;14;3;0;1;8;;;;
7265;0;15;2;47.0;417;85.0;18;1;0;0;7;;;;
7266;1;15;2;57.0;467;81.0;18;2;0;0;5;;;;
7266;0;10;4;43.0;372;80.0;16;5;0;4;1;;;;
7263;1;21;7;42.0;391;78.0;9;1;0;1;9;;;;
7263;0;7;2;58.0;548;83.0;15;2;0;4;5;;;;
7267;1;21;10;57.0;447;87.0;12;0;0;5;8;;;;
7267;0;14;6;43.0;329;81.0;16;4;0;0;11;;;;
7264;1;9;4;42.0;405;84.0;13;2;0;1;1;;;;
7264;0;13;7;58.0;563;88.0;15;4;0;4;6;;;;
7268;1;12;5;39.0;323;75.0;14;6;0;2;4;;;;
7268;0;13;4;61.0;487;83.0;16;3;0;3;7;;;;
7269;1;9;3;48.0;397;76.0;30;4;0;0;6;;;;
7269;0;13;3;52.0;449;77.0;8;2;0;1;3;;;;
7275;1;14;6;47.0;369;73.0;20;3;0;2;3;;;;
7275;0;11;3;53.0;403;77.0;15;2;0;1;5;;;;
7270;1;18;4;57.0;463;85.0;17;0;0;2;4;;;;
7270;0;7;2;43.0;365;80.0;17;3;0;2;4;;;;
7271;1;14;4;51.0;425;87.0;12;3;0;2;8;;;;
7271;0;19;7;49.0;421;84.0;15;2;0;3;11;;;;
7274;1;10;3;33.0;291;77.0;13;2;0;0;1;;;;
7274;0;10;3;67.0;573;87.0;20;4;0;2;6;;;;
7273;1;14;5;53.0;449;83.0;13;2;0;0;5;;;;
7273;0;9;3;47.0;414;81.0;30;5;0;1;7;;;;
7272;1;18;3;66.0;533;85.0;8;1;0;1;12;;;;
7272;0;5;3;34.0;297;66.0;14;1;0;3;1;;;;
7278;1;12;2;46.0;412;75.0;17;4;0;1;3;;;;
7278;0;10;4;54.0;457;81.0;18;2;0;2;6;;;;
7277;1;11;3;53.0;409;86.0;16;5;0;0;10;;;;
7277;0;9;8;47.0;383;82.0;7;2;0;1;7;;;;
7276;1;17;3;47.0;434;82.0;13;2;0;3;11;;;;
7276;0;12;4;53.0;504;83.0;7;2;0;1;6;;;;
7281;1;14;5;62.0;509;85.0;15;3;0;1;5;;;;
7281;0;9;3;38.0;318;78.0;18;3;0;3;3;;;;
7280;1;10;3;44.0;338;73.0;22;2;0;3;3;;;;
7280;0;8;2;56.0;432;81.0;17;3;0;4;6;;;;
7282;1;13;7;40.0;382;79.0;27;4;0;1;1;;;;
7282;0;13;2;60.0;546;84.0;10;3;0;4;2;;;;
7279;1;18;2;64.0;499;82.0;14;2;0;4;10;;;;
7279;0;13;3;36.0;287;75.0;19;2;0;0;6;;;;
7285;1;16;9;51.0;493;89.0;15;2;0;3;4;;;;
7285;0;15;4;49.0;479;87.0;9;2;0;0;7;;;;
7283;1;21;9;60.0;463;82.0;24;4;0;3;13;;;;
7283;0;12;5;40.0;340;72.0;9;2;1;0;1;;;;
7287;1;12;4;63.0;586;86.0;14;2;0;0;7;;;;
7287;0;10;3;37.0;357;78.0;13;3;0;0;4;;;;
7284;1;17;6;42.0;358;78.0;15;3;0;1;4;;;;
7284;0;9;3;58.0;505;82.0;12;2;0;2;4;;;;
7286;1;11;5;63.0;601;91.0;11;2;0;1;9;;;;
7286;0;7;0;37.0;357;85.0;8;0;0;1;5;;;;
7288;1;15;4;61.0;535;85.0;10;3;1;1;7;;;;
7288;0;14;4;39.0;348;80.0;20;4;0;1;2;;;;
7289;1;14;5;57.0;454;83.0;24;3;1;5;6;;;;
7289;0;9;5;43.0;362;81.0;17;3;1;1;1;;;;
7290;1;12;3;49.0;413;84.0;13;5;0;2;3;;;;
7290;0;10;2;51.0;417;82.0;15;0;0;1;8;;;;
7298;1;13;1;48.0;501;88.0;16;2;0;1;2;;;;
7298;0;6;2;52.0;528;88.0;12;3;0;3;7;;;;
7293;1;10;1;52.0;476;84.0;14;3;0;0;4;;;;
7293;0;5;3;48.0;455;80.0;16;2;0;2;2;;;;
7291;1;7;1;43.0;365;80.0;23;8;0;1;3;;;;
7291;0;10;4;57.0;471;82.0;23;2;0;4;4;;;;
7292;1;15;5;45.0;340;79.0;21;4;3;0;4;;;;
7292;0;13;8;55.0;408;84.0;18;6;3;0;6;;;;
7296;1;21;7;37.0;332;81.0;11;0;0;0;8;;;;
7296;0;20;3;63.0;554;89.0;9;2;0;1;9;;;;
7295;1;22;10;40.0;333;78.0;19;2;0;1;7;;;;
7295;0;11;2;60.0;510;84.0;11;1;0;2;8;;;;
7297;1;14;6;54.0;472;83.0;13;2;0;3;4;;;;
7297;0;10;6;46.0;402;76.0;11;0;0;0;7;;;;
7294;1;22;6;68.0;672;88.0;10;1;0;2;8;;;;
7294;0;7;1;32.0;314;82.0;10;0;0;3;5;;;;
7299;1;17;3;33.0;291;79.0;15;0;0;0;6;;;;
7299;0;11;4;67.0;575;87.0;12;0;0;2;5;;;;
7303;1;13;4;52.0;382;82.0;24;2;0;1;5;;;;
7303;0;7;2;48.0;368;76.0;22;2;0;2;5;;;;
7300;1;8;3;49.0;424;82.0;19;2;0;0;3;;;;
7300;0;24;8;51.0;421;80.0;13;3;0;1;10;;;;
7301;1;23;5;61.0;648;89.0;10;1;0;1;5;;;;
7301;0;4;1;39.0;424;83.0;19;2;0;1;2;;;;
7302;1;26;7;71.0;552;86.0;11;3;0;0;9;;;;
7302;0;16;2;29.0;228;70.0;17;3;1;3;5;;;;
7304;1;5;3;49.0;399;80.0;12;1;0;1;5;;;;
7304;0;11;5;51.0;420;85.0;19;2;0;1;3;;;;
7308;1;15;6;54.0;521;85.0;11;3;0;3;3;;;;
7308;0;8;2;46.0;453;83.0;8;1;0;1;5;;;;
7305;1;16;4;54.0;425;79.0;21;4;0;1;2;;;;
7305;0;14;5;46.0;362;79.0;21;2;0;1;4;;;;
7307;1;17;4;49.0;410;86.0;15;4;0;1;8;;;;
7307;0;13;7;51.0;429;82.0;16;6;0;0;2;;;;
7306;1;20;6;53.0;436;85.0;11;3;1;2;4;;;;
7306;0;14;3;47.0;388;82.0;16;5;0;1;6;;;;
7309;1;9;4;57.0;497;81.0;17;0;0;0;1;;;;
7309;0;17;4;43.0;357;77.0;15;1;1;2;6;;;;
7310;1;18;8;46.0;315;80.0;9;2;0;2;10;;;;
7310;0;12;3;54.0;377;84.0;21;7;0;0;7;;;;
7317;1;9;4;33.0;269;69.0;12;4;1;0;8;;;;
7317;0;17;5;67.0;521;85.0;17;6;0;2;10;;;;
7315;1;10;4;44.0;405;80.0;20;2;0;4;2;;;;
7315;0;14;7;56.0;506;82.0;18;2;1;4;7;;;;
7316;1;13;6;38.0;337;72.0;23;3;0;4;3;;;;
7316;0;9;1;62.0;543;77.0;10;3;0;1;3;;;;
7312;1;14;7;55.0;402;80.0;18;3;0;1;5;;;;
7312;0;10;4;45.0;330;74.0;26;4;1;0;7;;;;
7314;1;17;5;57.0;430;80.0;14;1;0;0;11;;;;
7314;0;15;5;43.0;353;75.0;17;5;0;1;4;;;;
7313;1;18;8;60.0;548;87.0;7;1;0;1;9;;;;
7313;0;6;2;40.0;377;79.0;14;3;1;0;3;;;;
7311;1;11;2;52.0;391;83.0;10;1;0;1;15;;;;
7311;0;14;1;48.0;400;83.0;13;4;0;2;3;;;;
7318;1;10;5;60.0;601;87.0;12;2;0;1;4;;;;
7318;0;8;4;40.0;418;77.0;13;3;0;3;0;;;;
7322;1;10;3;38.0;301;70.0;18;2;0;1;2;;;;
7322;0;13;3;62.0;491;82.0;16;2;1;1;3;;;;
7320;1;6;4;58.0;557;84.0;16;1;1;1;5;;;;
7320;0;21;8;42.0;392;82.0;15;1;0;1;7;;;;
7321;1;12;4;46.0;494;84.0;9;0;0;1;3;;;;
7321;0;14;5;54.0;570;85.0;10;2;0;2;4;;;;
7319;1;13;2;44.0;391;83.0;17;1;0;2;10;;;;
7319;0;13;3;56.0;503;86.0;14;1;0;1;8;;;;
7324;1;11;6;43.0;315;81.0;20;2;0;1;6;;;;
7324;0;11;1;57.0;420;81.0;16;3;0;1;8;;;;
7326;1;15;4;49.0;439;80.0;17;2;0;1;5;;;;
7326;0;9;3;51.0;436;76.0;14;2;0;1;7;;;;
7325;1;12;3;65.0;566;84.0;23;4;0;2;9;;;;
7325;0;9;6;35.0;302;74.0;19;5;0;0;3;;;;
7323;1;6;4;43.0;426;77.0;12;2;1;0;3;;;;
7323;0;13;5;57.0;525;85.0;9;2;1;3;11;;;;
7327;1;15;2;36.0;262;72.0;22;5;0;3;9;;;;
7327;0;11;3;64.0;472;82.0;13;1;0;0;3;;;;
7334;1;24;12;53.0;450;86.0;20;2;0;2;8;;;;
7334;0;9;2;47.0;419;79.0;17;2;0;3;4;;;;
7331;1;12;4;52.0;490;82.0;17;4;0;0;4;;;;
7331;0;10;5;48.0;472;83.0;11;0;0;4;2;;;;
7332;1;22;9;58.0;547;91.0;12;1;0;1;8;;;;
7332;0;9;1;42.0;420;84.0;11;1;0;2;2;;;;
7330;1;12;6;48.0;398;82.0;20;3;0;1;6;;;;
7330;0;7;3;52.0;421;85.0;17;5;0;1;1;;;;
7333;1;15;9;54.0;442;78.0;13;1;0;0;5;;;;
7333;0;9;3;46.0;388;79.0;14;2;0;0;4;;;;
7335;1;14;3;58.0;509;81.0;11;2;0;3;4;;;;
7335;0;9;4;42.0;387;75.0;11;1;0;2;2;;;;
7329;1;29;4;74.0;614;90.0;8;2;0;2;14;;;;
7329;0;2;1;26.0;234;61.0;13;2;0;1;2;;;;
7328;1;16;2;58.0;443;78.0;12;1;0;1;10;;;;
7328;0;8;4;42.0;340;71.0;15;3;0;1;3;;;;
7336;1;21;6;58.0;510;86.0;15;4;0;1;6;;;;
7336;0;5;2;42.0;405;80.0;18;2;0;3;3;;;;
7338;1;16;2;46.0;381;77.0;12;1;0;2;5;;;;
7338;0;9;3;54.0;460;79.0;19;5;0;4;2;;;;
7339;1;10;4;34.0;311;78.0;21;3;0;1;3;;;;
7339;0;9;1;66.0;607;86.0;17;4;0;2;1;;;;
7337;1;10;4;57.0;537;86.0;8;2;0;1;2;;;;
7337;0;16;4;43.0;387;80.0;13;2;0;6;9;;;;
7342;1;16;5;49.0;388;80.0;19;3;0;0;8;;;;
7342;0;11;4;51.0;407;75.0;20;5;0;2;8;;;;
7344;1;22;7;67.0;557;81.0;15;4;0;0;13;;;;
7344;0;5;1;33.0;284;66.0;21;2;0;5;2;;;;
7343;1;8;4;51.0;516;84.0;16;1;0;0;2;;;;
7343;0;14;4;49.0;489;86.0;18;2;0;0;9;;;;
7345;1;11;4;41.0;327;70.0;27;2;0;1;5;;;;
7345;0;9;3;59.0;493;81.0;9;2;0;3;2;;;;
7340;1;10;2;47.0;348;80.0;12;4;0;1;6;;;;
7340;0;10;2;53.0;392;78.0;18;2;0;0;8;;;;
7341;1;20;4;63.0;555;82.0;14;1;0;1;8;;;;
7341;0;8;3;37.0;341;69.0;20;1;0;2;5;;;;
7346;1;12;3;64.0;562;82.0;13;1;0;1;6;;;;
7346;0;8;4;36.0;329;75.0;13;1;0;1;2;;;;
7347;1;23;9;51.0;373;77.0;11;3;0;1;8;;;;
7347;0;8;3;49.0;385;76.0;13;2;0;3;3;;;;
7348;1;14;4;46.0;377;80.0;15;3;0;0;3;;;;
7348;0;14;2;54.0;443;82.0;14;3;0;0;9;;;;
7349;1;21;6;48.0;438;81.0;11;1;0;2;9;;;;
7349;0;6;2;52.0;482;82.0;13;4;0;1;2;;;;
7350;1;14;2;53.0;423;83.0;11;3;1;2;4;;;;
7350;0;15;4;47.0;393;82.0;9;4;1;2;4;;;;
7351;1;14;6;47.0;375;80.0;17;2;0;1;3;;;;
7351;0;9;3;53.0;407;84.0;8;0;0;1;4;;;;
7356;1;15;7;45.0;398;87.0;7;1;0;0;2;;;;
7356;0;17;5;55.0;491;87.0;15;3;0;1;3;;;;
7353;1;9;4;52.0;420;83.0;28;3;0;3;5;;;;
7353;0;9;3;48.0;402;82.0;17;3;0;2;2;;;;
7352;1;13;4;41.0;310;75.0;18;1;1;1;7;;;;
7352;0;13;5;59.0;460;82.0;20;2;0;1;5;;;;
7354;1;14;8;54.0;559;85.0;20;1;0;1;1;;;;
7354;0;13;3;46.0;481;85.0;17;3;0;1;1;;;;
7355;1;10;4;56.0;453;81.0;17;1;0;3;5;;;;
7355;0;7;1;44.0;357;74.0;16;2;0;2;3;;;;
7357;1;19;6;60.0;545;85.0;8;3;0;0;7;;;;
7357;0;13;7;40.0;376;76.0;17;3;0;0;7;;;;
7359;1;11;6;53.0;463;82.0;20;3;0;5;4;;;;
7359;0;12;4;47.0;409;84.0;21;2;1;1;4;;;;
7358;1;9;3;59.0;649;85.0;8;1;0;0;5;;;;
7358;0;12;9;41.0;466;80.0;8;1;0;3;7;;;;
7362;1;14;8;32.0;263;80.0;15;3;0;3;5;;;;
7362;0;15;6;68.0;553;89.0;10;1;0;1;5;;;;
7364;1;17;6;75.0;547;86.0;16;3;0;1;15;;;;
7364;0;9;2;25.0;190;59.0;16;5;0;0;3;;;;
7365;1;9;2;54.0;471;81.0;25;2;0;0;3;;;;
7365;0;26;12;46.0;416;77.0;18;1;0;0;3;;;;
7363;1;13;4;46.0;411;80.0;13;2;0;2;4;;;;
7363;0;20;8;54.0;494;80.0;12;4;0;1;3;;;;
7360;1;12;2;54.0;535;83.0;14;2;0;3;3;;;;
7360;0;9;1;46.0;457;82.0;13;2;0;2;5;;;;
7361;1;10;1;53.0;517;84.0;13;2;1;1;4;;;;
7361;0;11;4;47.0;459;84.0;8;0;0;0;4;;;;
7366;1;6;3;39.0;358;75.0;17;2;0;1;2;;;;
7366;0;7;2;61.0;561;84.0;20;1;0;1;6;;;;
7367;1;16;6;58.0;464;82.0;16;1;0;0;4;;;;
7367;0;12;2;42.0;335;80.0;21;0;1;1;6;;;;
7372;1;20;2;62.0;517;85.0;15;1;0;0;3;;;;
7372;0;14;5;38.0;343;74.0;18;2;0;1;5;;;;
7369;1;16;2;45.0;349;73.0;14;3;0;2;4;;;;
7369;0;14;4;55.0;413;76.0;12;1;0;3;9;;;;
7373;1;22;6;69.0;506;83.0;14;2;0;3;11;;;;
7373;0;10;4;31.0;230;64.0;17;4;1;0;3;;;;
7370;1;15;6;54.0;459;79.0;9;2;0;3;4;;;;
7370;0;6;3;46.0;422;74.0;21;2;0;2;4;;;;
7371;1;15;4;45.0;452;84.0;12;1;0;5;8;;;;
7371;0;4;1;55.0;550;82.0;8;2;1;0;3;;;;
7368;1;10;6;67.0;752;90.0;13;2;0;0;6;;;;
7368;0;7;5;33.0;378;81.0;16;4;0;0;2;;;;
7375;1;15;5;65.0;555;88.0;18;2;0;1;7;;;;
7375;0;4;1;35.0;313;77.0;19;2;0;1;4;;;;
7374;1;20;4;74.0;718;85.0;16;2;0;0;12;;;;
7374;0;11;4;26.0;256;67.0;15;4;0;0;1;;;;
7380;1;5;3;48.0;357;78.0;25;1;0;3;6;;;;
7380;0;7;0;52.0;385;78.0;17;2;0;2;4;;;;
7378;1;17;7;62.0;458;80.0;18;3;0;2;8;;;;
7378;0;13;3;38.0;281;70.0;20;3;1;0;7;;;;
7376;1;16;6;56.0;493;82.0;18;2;0;1;8;;;;
7376;0;7;2;44.0;398;82.0;17;2;0;2;1;;;;
7379;1;12;3;46.0;422;83.0;17;4;0;1;6;;;;
7379;0;7;3;54.0;488;85.0;14;3;0;0;5;;;;
7377;1;17;7;43.0;314;75.0;21;2;0;4;9;;;;
7377;0;8;1;57.0;420;75.0;13;2;0;0;2;;;;
7383;1;19;4;59.0;448;83.0;13;3;0;0;8;;;;
7383;0;8;3;41.0;325;76.0;21;6;1;2;5;;;;
7381;1;12;2;51.0;469;82.0;12;3;0;0;3;;;;
7381;0;11;6;49.0;443;82.0;9;2;1;0;6;;;;
7382;1;14;4;57.0;495;81.0;14;2;0;1;5;;;;
7382;0;20;3;43.0;387;72.0;24;3;0;0;4;;;;
7385;1;19;4;36.0;329;78.0;17;2;0;4;6;;;;
7385;0;17;4;64.0;582;87.0;12;3;0;4;4;;;;
7384;1;15;6;49.0;428;78.0;18;3;0;0;6;;;;
7384;0;8;4;51.0;445;83.0;20;2;0;1;4;;;;
7387;1;22;6;68.0;484;82.0;16;3;0;0;11;;;;
7387;0;6;3;32.0;236;67.0;25;4;0;1;2;;;;
7386;1;11;3;55.0;475;80.0;15;1;0;1;8;;;;
7386;0;16;3;45.0;399;81.0;14;2;0;1;5;;;;
7391;1;21;9;58.0;533;88.0;21;5;0;1;5;;;;
7391;0;5;3;42.0;394;78.0;10;1;1;3;3;;;;
7389;1;18;8;57.0;476;83.0;12;2;0;1;5;;;;
7389;0;12;0;43.0;352;78.0;19;3;0;0;6;;;;
7390;1;17;1;59.0;571;85.0;12;1;0;1;8;;;;
7390;0;9;4;41.0;412;77.0;11;1;0;0;3;;;;
7388;1;7;1;56.0;522;80.0;16;1;0;0;6;;;;
7388;0;10;2;44.0;416;73.0;21;3;0;2;3;;;;
7395;1;26;9;65.0;515;89.0;16;2;0;2;12;;;;
7395;0;9;4;35.0;285;77.0;14;2;0;0;1;;;;
7394;1;24;11;60.0;534;89.0;14;2;0;3;4;;;;
7394;0;9;3;40.0;357;77.0;9;2;0;1;2;;;;
7397;1;16;5;51.0;369;74.0;19;3;0;1;11;;;;
7397;0;15;3;49.0;371;73.0;12;2;0;3;3;;;;
7392;1;7;4;36.0;297;74.0;14;2;1;0;5;;;;
7392;0;11;0;64.0;540;86.0;16;2;0;0;5;;;;
7393;1;19;4;51.0;457;84.0;16;3;0;3;8;;;;
7393;0;14;4;49.0;445;83.0;14;2;0;0;5;;;;
7396;1;11;2;57.0;360;70.0;14;4;0;1;3;;;;
7396;0;12;5;43.0;297;62.0;23;4;0;2;5;;;;
7401;1;13;8;48.0;409;74.0;19;1;0;1;8;;;;
7401;0;10;2;52.0;436;75.0;19;1;0;2;4;;;;
7399;1;15;6;42.0;352;72.0;13;3;0;0;5;;;;
7399;0;8;2;58.0;509;79.0;17;3;0;0;2;;;;
7402;1;17;7;31.0;263;75.0;19;6;0;0;7;;;;
7402;0;11;3;69.0;611;90.0;19;2;0;1;4;;;;
7404;1;10;4;47.0;371;77.0;16;2;0;1;6;;;;
7404;0;7;1;53.0;424;79.0;18;3;0;1;6;;;;
7398;1;16;3;37.0;277;66.0;24;2;0;2;11;;;;
7398;0;12;6;63.0;498;83.0;19;2;0;1;3;;;;
7400;1;10;3;46.0;346;75.0;17;3;0;0;2;;;;
7400;0;16;5;54.0;394;77.0;18;1;0;2;9;;;;
7403;1;7;5;38.0;371;77.0;13;4;0;1;4;;;;
7403;0;11;4;62.0;602;84.0;13;1;0;2;3;;;;
7405;1;7;2;51.0;578;84.0;14;2;0;0;5;;;;
7405;0;8;3;49.0;568;85.0;8;1;0;0;1;;;;
7406;1;17;5;63.0;527;84.0;11;1;0;1;9;;;;
7406;0;4;1;37.0;312;67.0;8;1;0;0;5;;;;
7407;1;10;5;44.0;450;81.0;19;1;0;2;4;;;;
7407;0;7;3;56.0;555;87.0;12;1;0;0;5;;;;
7408;1;11;1;55.0;423;75.0;22;3;0;3;8;;;;
7408;0;10;2;45.0;369;69.0;19;1;0;2;4;;;;
7410;1;12;2;54.0;392;78.0;16;3;0;3;11;;;;
7410;0;10;2;46.0;353;73.0;19;2;0;2;4;;;;
7409;1;15;6;62.0;492;86.0;17;2;0;1;8;;;;
7409;0;9;3;38.0;304;77.0;13;2;0;1;3;;;;
7411;1;7;0;59.0;615;85.0;16;1;0;2;3;;;;
7411;0;12;3;41.0;423;81.0;10;1;0;1;4;;;;
7414;1;13;3;55.0;397;75.0;14;2;0;4;8;;;;
7414;0;4;0;45.0;348;71.0;16;3;0;0;3;;;;
7412;1;14;4;41.0;315;73.0;21;3;0;1;6;;;;
7412;0;14;3;59.0;457;76.0;14;4;0;2;7;;;;
7413;1;11;4;42.0;347;71.0;17;5;0;2;5;;;;
7413;0;13;2;58.0;471;81.0;15;5;0;2;4;;;;
7415;1;18;4;37.0;296;72.0;15;4;0;0;3;;;;
7415;0;5;3;63.0;530;83.0;18;3;0;0;2;;;;
7416;1;7;1;52.0;432;84.0;19;4;1;0;2;;;;
7416;0;13;4;48.0;395;80.0;19;1;1;0;5;;;;
7417;1;12;5;53.0;434;80.0;13;4;0;3;6;;;;
7417;0;16;5;47.0;385;82.0;14;5;1;0;6;;;;
7418;1;16;3;48.0;321;75.0;19;1;0;2;8;;;;
7418;0;11;5;52.0;349;77.0;18;3;0;0;4;;;;
7420;1;17;3;42.0;404;81.0;23;2;0;0;4;;;;
7420;0;8;1;58.0;551;85.0;21;4;0;1;3;;;;
7421;1;21;4;62.0;553;86.0;11;1;0;5;4;;;;
7421;0;8;1;38.0;334;75.0;13;1;0;0;3;;;;
7419;1;17;7;38.0;302;82.0;19;3;0;0;6;;;;
7419;0;22;5;62.0;488;86.0;13;2;1;1;13;;;;
7426;1;14;4;47.0;419;77.0;13;1;1;1;5;;;;
7426;0;10;1;53.0;464;78.0;18;1;1;4;1;;;;
7422;1;12;3;40.0;362;77.0;19;3;0;2;6;;;;
7422;0;8;2;60.0;551;80.0;16;1;0;2;3;;;;
7423;1;9;3;42.0;384;76.0;14;1;0;0;6;;;;
7423;0;7;1;58.0;555;81.0;11;2;0;2;3;;;;
7425;1;16;9;49.0;456;85.0;15;3;0;4;5;;;;
7425;0;11;3;51.0;474;84.0;14;2;0;0;3;;;;
7424;1;14;3;55.0;425;80.0;15;7;0;5;4;;;;
7424;0;6;2;45.0;354;72.0;15;4;0;1;4;;;;
7427;1;14;5;70.0;634;87.0;16;2;0;4;5;;;;
7427;0;13;6;30.0;273;67.0;19;1;0;1;6;;;;
7428;1;19;5;52.0;323;75.0;14;4;0;0;6;;;;
7428;0;14;5;48.0;318;79.0;15;2;1;3;4;;;;
7429;1;13;4;49.0;452;84.0;14;1;0;1;6;;;;
7429;0;7;3;51.0;476;81.0;12;1;0;0;2;;;;
7435;1;20;8;60.0;550;87.0;12;3;0;1;17;;;;
7435;0;6;4;40.0;380;80.0;9;1;0;0;0;;;;
7431;1;15;9;58.0;502;84.0;15;0;0;1;6;;;;
7431;0;11;3;42.0;374;81.0;11;4;0;0;3;;;;
7434;1;7;2;51.0;438;80.0;26;2;0;2;4;;;;
7434;0;15;4;49.0;421;80.0;15;2;0;1;6;;;;
7430;1;9;5;55.0;580;86.0;13;0;0;1;2;;;;
7430;0;8;2;45.0;469;85.0;11;2;0;1;3;;;;
7436;1;12;2;52.0;396;69.0;16;2;0;2;6;;;;
7436;0;9;4;48.0;367;68.0;16;2;0;0;5;;;;
7432;1;13;3;61.0;519;87.0;15;1;0;2;3;;;;
7432;0;11;7;39.0;352;78.0;17;4;0;2;1;;;;
7433;1;6;4;46.0;428;83.0;17;2;0;1;4;;;;
7433;0;13;7;54.0;508;81.0;12;2;0;1;6;;;;
7437;1;11;4;57.0;394;80.0;19;2;1;1;7;;;;
7437;0;9;5;43.0;316;73.0;19;3;0;0;2;;;;
7438;1;10;3;62.0;480;82.0;12;5;0;6;4;;;;
7438;0;15;6;38.0;292;72.0;15;2;1;1;8;;;;
7439;1;13;3;54.0;444;84.0;11;1;0;3;10;;;;
7439;0;14;3;46.0;397;82.0;17;2;1;0;6;;;;
7442;1;14;2;51.0;532;87.0;10;1;0;0;7;;;;
7442;0;7;6;49.0;540;86.0;13;2;0;1;2;;;;
7440;1;10;2;39.0;453;86.0;8;0;0;1;1;;;;
7440;0;16;7;61.0;707;91.0;4;1;0;3;5;;;;
7441;1;13;3;32.0;257;72.0;16;2;0;2;4;;;;
7441;0;11;5;68.0;562;84.0;17;1;0;2;3;;;;
7447;1;17;4;44.0;334;76.0;15;5;0;3;7;;;;
7447;0;4;1;56.0;433;81.0;19;6;0;1;2;;;;
7444;1;22;8;63.0;563;87.0;18;1;0;2;6;;;;
7444;0;6;1;37.0;326;80.0;16;3;1;0;6;;;;
7448;1;15;5;63.0;512;88.0;8;2;0;2;12;;;;
7448;0;10;4;37.0;317;75.0;17;6;0;2;5;;;;
7443;1;9;4;39.0;276;72.0;20;1;0;2;7;;;;
7443;0;16;7;61.0;423;81.0;18;2;0;2;7;;;;
7446;1;12;5;61.0;483;82.0;19;3;0;4;7;;;;
7446;0;7;1;39.0;314;71.0;18;6;1;1;0;;;;
7445;1;13;6;44.0;335;77.0;15;4;0;0;5;;;;
7445;0;10;4;56.0;421;81.0;20;5;0;1;8;;;;
7449;1;20;5;40.0;317;76.0;15;1;0;2;11;;;;
7449;0;17;4;60.0;480;82.0;11;0;1;2;5;;;;
7452;1;12;3;43.0;382;79.0;10;4;0;3;8;;;;
7452;0;7;2;57.0;534;85.0;10;1;0;0;4;;;;
7450;1;11;3;54.0;504;85.0;9;2;0;1;4;;;;
7450;0;13;7;46.0;432;82.0;18;1;0;0;10;;;;
7451;1;18;2;59.0;447;83.0;17;3;1;0;8;;;;
7451;0;12;3;41.0;327;80.0;24;2;0;1;2;;;;
7454;1;10;4;64.0;678;90.0;10;3;0;0;5;;;;
7454;0;6;3;36.0;397;85.0;13;3;0;3;1;;;;
7455;1;9;1;36.0;279;76.0;20;3;0;2;5;;;;
7455;0;17;2;64.0;497;86.0;15;3;0;1;9;;;;
7456;1;7;1;61.0;458;81.0;21;2;0;2;4;;;;
7456;0;8;4;39.0;312;67.0;17;3;0;3;2;;;;
7453;1;20;6;76.0;603;86.0;13;2;0;5;9;;;;
7453;0;10;5;24.0;203;66.0;25;3;1;0;5;;;;
7457;1;17;8;70.0;618;92.0;8;1;0;3;8;;;;
7457;0;8;0;30.0;269;76.0;18;2;0;0;2;;;;
7458;1;18;5;51.0;444;83.0;13;3;0;0;7;;;;
7458;0;10;4;49.0;428;83.0;13;2;0;0;6;;;;
7460;1;16;6;52.0;404;81.0;16;2;0;0;6;;;;
7460;0;13;5;48.0;389;82.0;15;3;0;0;3;;;;
7461;1;12;4;44.0;359;77.0;19;3;0;3;5;;;;
7461;0;8;2;56.0;466;82.0;19;3;0;1;2;;;;
7459;1;20;7;68.0;542;86.0;5;3;0;3;12;;;;
7459;0;7;3;32.0;276;67.0;10;3;0;0;1;;;;
7467;1;15;1;58.0;409;78.0;14;3;0;1;7;;;;
