ID;Mandante;Chutes;Chutes a gol;Posse de bola;Passes;Precisão de passe;Faltas;Cartões amarelos;Cartões vermelhos;Impedimentos;Escanteios;;;;
6647;0;17;0;49.0;433;;17;2;0;5;8;;;;
6648;1;9;0;62.0;586;;19;1;0;0;1;;;;
6648;0;10;0;38.0;370;;13;2;0;5;3;;;;
6649;1;21;0;59.0;484;;19;4;0;5;10;;;;
6649;0;8;0;41.0;341;;8;3;1;2;5;;;;
6650;1;17;0;45.0;409;;14;1;1;1;6;;;;
6650;0;16;0;55.0;494;;8;1;0;4;6;;;;
6655;1;13;0;47.0;353;;20;2;0;3;4;;;;
6655;0;16;0;53.0;395;;16;3;0;2;7;;;;
6657;1;20;0;60.0;456;;25;2;0;1;10;;;;
6657;0;7;0;40.0;325;;17;2;0;0;3;;;;
6654;1;16;0;62.0;480;;16;4;0;4;9;;;;
6654;0;9;0;38.0;312;;16;2;0;2;1;;;;
6658;1;17;0;64.0;459;;14;2;1;3;11;;;;
6658;0;9;0;36.0;276;;18;1;1;0;4;;;;
6653;1;16;0;53.0;360;;11;0;0;1;7;;;;
6653;0;13;0;47.0;327;;12;2;0;1;4;;;;
6656;1;13;0;52.0;402;;18;2;0;3;6;;;;
6656;0;11;0;48.0;384;;17;1;0;1;3;;;;
6651;1;12;0;59.0;431;;10;2;0;3;9;;;;
6651;0;7;0;41.0;305;;12;1;0;1;5;;;;
6652;1;11;0;60.0;444;;23;4;0;5;5;;;;
6652;0;7;0;40.0;303;;16;3;0;4;2;;;;
6659;1;16;0;49.0;444;;14;1;0;5;7;;;;
6659;0;11;0;51.0;458;;16;4;0;1;2;;;;
6665;1;23;0;59.0;523;;10;2;0;2;12;;;;
6665;0;8;0;41.0;403;;10;1;0;3;2;;;;
6660;1;9;0;47.0;368;;17;0;0;1;4;;;;
6660;0;10;0;53.0;386;;13;1;1;2;8;;;;
6663;1;17;0;40.0;313;;16;2;0;5;5;;;;
6663;0;5;0;60.0;488;;18;1;0;3;3;;;;
6664;1;17;0;57.0;492;;12;3;0;1;15;;;;
6664;0;6;0;43.0;399;;13;4;0;0;3;;;;
6661;1;10;0;41.0;368;;15;2;1;4;4;;;;
6661;0;13;0;59.0;526;;12;1;0;5;5;;;;
6662;1;24;0;65.0;452;;13;2;0;0;4;;;;
6662;0;9;0;35.0;252;;13;0;1;0;5;;;;
6666;1;16;0;63.0;612;;13;0;0;1;3;;;;
6666;0;6;0;37.0;376;;15;1;1;1;4;;;;
6667;1;12;0;59.0;529;;19;3;0;2;8;;;;
6667;0;11;0;41.0;381;;18;4;0;2;2;;;;
6668;1;9;0;54.0;512;;14;0;0;2;2;;;;
6668;0;12;0;46.0;436;;8;0;1;0;5;;;;
6669;1;15;0;66.0;519;;18;3;0;3;8;;;;
6669;0;12;0;34.0;279;;24;5;0;1;2;;;;
6670;1;12;0;67.0;635;;16;1;1;0;9;;;;
6670;0;12;0;33.0;325;;16;4;0;1;1;;;;
6676;1;25;0;65.0;565;;16;2;0;0;9;;;;
6676;0;4;0;35.0;311;;17;2;1;0;1;;;;
6671;1;13;0;48.0;377;;12;0;1;2;4;;;;
6671;0;7;0;52.0;420;;23;2;0;2;2;;;;
6675;1;17;0;66.0;464;;20;0;0;3;8;;;;
6675;0;7;0;34.0;253;;21;1;0;3;1;;;;
6677;1;22;0;68.0;645;;17;4;0;1;9;;;;
6677;0;11;0;32.0;317;;11;3;0;6;1;;;;
6672;1;9;0;57.0;455;;16;2;0;3;7;;;;
6672;0;12;0;43.0;362;;12;0;0;4;6;;;;
6673;1;12;0;43.0;372;;12;1;0;2;5;;;;
6673;0;8;0;57.0;476;;12;1;0;2;4;;;;
6678;1;15;0;49.0;463;;13;1;0;5;3;;;;
6678;0;11;0;51.0;458;;11;1;0;2;5;;;;
6674;1;20;0;64.0;439;;15;2;0;2;7;;;;
6674;0;3;0;36.0;269;;24;5;0;2;1;;;;
6679;1;22;0;43.0;313;;12;1;0;0;4;;;;
6679;0;9;0;57.0;405;;14;2;0;2;6;;;;
6681;1;20;0;59.0;453;;13;2;0;4;4;;;;
6681;0;3;0;41.0;325;;24;3;0;0;2;;;;
6682;1;12;0;40.0;312;;20;3;0;2;4;;;;
6682;0;15;0;60.0;474;;11;1;1;2;5;;;;
6680;1;8;0;43.0;374;;16;2;0;1;5;;;;
6680;0;7;0;57.0;493;;12;3;0;5;7;;;;
6684;1;13;0;69.0;614;;11;2;0;1;10;;;;
6684;0;4;0;31.0;290;;20;5;1;1;3;;;;
6685;1;5;0;33.0;307;;19;1;0;5;3;;;;
6685;0;12;0;67.0;583;;12;5;0;0;8;;;;
6689;1;15;0;44.0;311;;21;4;0;0;6;;;;
6689;0;13;0;56.0;406;;19;3;0;5;5;;;;
6687;1;21;0;57.0;498;;19;4;0;0;4;;;;
6687;0;12;0;43.0;381;;15;3;0;2;8;;;;
6686;1;21;0;59.0;520;;13;1;0;6;8;;;;
6686;0;11;0;41.0;375;;12;2;0;1;3;;;;
6688;1;15;0;47.0;510;;13;2;0;2;3;;;;
6688;0;8;0;53.0;560;;12;2;0;0;3;;;;
6683;1;11;0;57.0;509;;11;2;0;0;5;;;;
6683;0;14;0;43.0;388;;17;2;0;2;6;;;;
6694;1;19;0;61.0;530;;11;1;0;4;6;;;;
6694;0;13;0;39.0;341;;30;3;0;2;6;;;;
6690;1;7;0;45.0;371;;18;4;0;1;11;;;;
6690;0;8;0;55.0;459;;9;3;0;3;2;;;;
6697;1;15;0;62.0;468;;18;1;0;5;2;;;;
6697;0;8;0;38.0;296;;18;2;0;1;2;;;;
6696;1;9;0;45.0;448;;10;2;0;2;6;;;;
6696;0;6;0;55.0;541;;13;1;0;3;3;;;;
6692;1;9;0;43.0;396;;23;4;0;6;2;;;;
6692;0;6;0;57.0;495;;16;4;0;0;8;;;;
6691;1;18;0;57.0;405;;25;2;0;3;8;;;;
6691;0;10;0;43.0;319;;16;2;0;0;2;;;;
6693;1;16;0;53.0;425;;19;3;0;3;11;;;;
6693;0;4;0;47.0;424;;20;3;0;1;1;;;;
6695;1;15;0;41.0;281;;32;2;0;0;2;;;;
6695;0;6;0;59.0;410;;19;2;0;2;0;;;;
6699;1;17;0;47.0;378;;20;6;0;2;9;;;;
6699;0;14;0;53.0;426;;12;3;0;1;6;;;;
6698;1;11;0;54.0;453;;17;2;0;2;4;;;;
6698;0;6;0;46.0;386;;15;2;0;1;4;;;;
6702;1;16;0;58.0;457;;9;2;0;5;7;;;;
6702;0;11;0;42.0;336;;14;3;0;2;1;;;;
6703;1;11;0;58.0;453;;16;3;0;0;6;;;;
6703;0;14;0;42.0;357;;19;3;0;3;2;;;;
6700;1;19;0;60.0;446;;16;0;0;0;13;;;;
6700;0;8;0;40.0;304;;16;1;1;3;4;;;;
6704;1;13;0;50.0;445;;16;0;0;3;5;;;;
6704;0;16;0;50.0;447;;10;0;0;5;5;;;;
6701;1;11;0;46.0;386;;19;0;0;1;1;;;;
6701;0;17;0;54.0;463;;17;2;0;2;5;;;;
6705;1;10;0;55.0;426;;15;2;0;0;3;;;;
6705;0;7;0;45.0;364;;14;4;0;2;3;;;;
6706;1;13;0;55.0;504;;15;2;0;5;3;;;;
6706;0;3;0;45.0;410;;25;2;0;0;2;;;;
6708;1;13;0;62.0;508;;11;1;0;4;7;;;;
6708;0;11;0;38.0;325;;12;0;1;3;5;;;;
6709;1;6;0;52.0;458;;17;2;1;0;1;;;;
6709;0;10;0;48.0;437;;10;1;0;1;4;;;;
6707;1;10;0;51.0;421;;14;2;0;5;7;;;;
6707;0;11;0;49.0;408;;13;2;0;1;8;;;;
6712;1;17;0;46.0;366;;16;1;0;2;5;;;;
6712;0;7;0;54.0;443;;19;1;1;1;2;;;;
6710;1;18;0;67.0;367;;13;4;0;5;11;;;;
6710;0;7;0;33.0;187;;22;3;0;3;8;;;;
6713;1;16;0;45.0;437;;8;2;0;8;4;;;;
6713;0;10;0;55.0;518;;7;2;0;1;4;;;;
6711;1;12;0;53.0;385;;17;3;0;0;4;;;;
6711;0;13;0;47.0;346;;15;2;0;0;7;;;;
6714;1;13;0;56.0;429;;16;1;0;1;3;;;;
6714;0;15;0;44.0;345;;16;4;0;1;2;;;;
6718;1;10;0;43.0;274;;23;4;0;3;4;;;;
6718;0;10;0;57.0;369;;12;2;0;4;3;;;;
6715;1;16;0;60.0;521;;8;0;0;4;9;;;;
6715;0;15;0;40.0;354;;11;0;0;1;4;;;;
6716;1;9;0;59.0;395;;14;3;0;1;4;;;;
6716;0;13;0;41.0;286;;21;3;0;1;4;;;;
6719;1;15;0;51.0;421;;16;2;0;2;9;;;;
6719;0;6;0;49.0;436;;18;3;0;2;3;;;;
6717;1;29;0;57.0;573;;16;2;0;0;9;;;;
6717;0;4;0;43.0;438;;13;3;0;0;4;;;;
6723;1;13;0;40.0;332;;16;2;0;6;5;;;;
6723;0;15;0;60.0;484;;13;4;0;1;8;;;;
6720;1;19;0;61.0;550;;15;1;0;2;6;;;;
6720;0;7;0;39.0;360;;17;2;0;0;5;;;;
6722;1;8;0;43.0;333;;18;0;0;1;5;;;;
6722;0;15;0;57.0;436;;14;3;0;2;6;;;;
6725;1;16;0;44.0;340;;22;3;0;1;6;;;;
6725;0;13;0;56.0;435;;13;1;0;1;2;;;;
6726;1;5;0;48.0;285;;18;4;0;2;2;;;;
6726;0;19;0;52.0;302;;29;3;0;2;7;;;;
6724;1;8;0;61.0;609;;11;2;0;4;4;;;;
6724;0;8;0;39.0;391;;10;1;0;3;4;;;;
6727;1;13;0;39.0;333;;19;0;0;2;4;;;;
6727;0;3;0;61.0;524;;17;2;0;4;4;;;;
6721;1;17;0;68.0;615;;13;1;0;0;9;;;;
6721;0;6;0;32.0;301;;20;7;0;1;1;;;;
6728;1;19;0;55.0;354;;9;1;0;2;10;;;;
6728;0;6;0;45.0;294;;20;3;1;0;7;;;;
6729;1;12;0;43.0;316;;8;1;0;1;3;;;;
6729;0;11;0;57.0;400;;18;4;0;3;3;;;;
6730;1;16;0;59.0;464;;12;0;0;2;7;;;;
6730;0;18;0;41.0;331;;15;2;0;1;5;;;;
6731;1;9;0;60.0;427;;16;0;0;2;7;;;;
6731;0;14;0;40.0;288;;15;1;0;2;9;;;;
6732;1;20;0;64.0;463;;13;2;0;6;13;;;;
6732;0;10;0;36.0;278;;19;3;1;1;2;;;;
6736;1;16;0;57.0;402;;20;2;0;2;3;;;;
6736;0;13;0;43.0;314;;16;2;1;1;6;;;;
6737;1;12;0;44.0;284;;26;3;0;0;5;;;;
6737;0;15;0;56.0;345;;23;2;0;3;8;;;;
6734;1;12;0;69.0;517;;12;0;1;0;5;;;;
6734;0;8;0;31.0;229;;25;2;1;1;4;;;;
6733;1;17;0;52.0;449;;12;0;1;1;2;;;;
6733;0;14;0;48.0;426;;17;4;0;4;2;;;;
6735;1;17;0;54.0;409;;16;2;0;2;4;;;;
6735;0;10;0;46.0;352;;15;3;2;3;3;;;;
6738;1;20;0;59.0;469;;13;2;0;2;11;;;;
6738;0;3;0;41.0;368;;16;3;0;4;1;;;;
6739;1;13;0;42.0;398;;8;0;0;1;5;;;;
6739;0;4;0;58.0;547;;9;0;0;5;2;;;;
6740;1;10;0;57.0;428;;12;2;0;2;3;;;;
6740;0;14;0;43.0;330;;23;3;0;0;1;;;;
6741;1;16;0;59.0;401;;20;3;0;8;9;;;;
6741;0;20;0;41.0;279;;22;2;0;2;2;;;;
6744;1;12;0;48.0;343;;12;0;0;4;7;;;;
6744;0;15;0;52.0;374;;14;1;0;2;6;;;;
6747;1;13;0;43.0;395;;17;1;0;2;6;;;;
6747;0;14;0;57.0;535;;13;1;0;3;4;;;;
6742;1;11;0;56.0;488;;11;1;0;1;7;;;;
6742;0;14;0;44.0;387;;18;2;0;5;5;;;;
6743;1;18;0;66.0;511;;13;5;0;2;9;;;;
6743;0;11;0;34.0;280;;20;3;0;1;3;;;;
6746;1;15;0;47.0;416;;15;2;1;3;7;;;;
6746;0;9;0;53.0;476;;11;2;0;1;2;;;;
6745;1;9;0;51.0;347;;22;2;0;2;8;;;;
6745;0;11;0;49.0;374;;18;2;0;2;3;;;;
6748;1;12;0;46.0;374;;20;4;0;3;6;;;;
6748;0;9;0;54.0;442;;22;3;0;1;2;;;;
6749;1;5;0;30.0;236;;17;0;0;1;4;;;;
6749;0;19;0;70.0;517;;8;1;0;7;11;;;;
6750;1;14;0;64.0;479;;14;3;0;0;2;;;;
6750;0;15;0;36.0;276;;26;3;0;0;2;;;;
6751;1;12;0;42.0;369;;21;3;0;0;3;;;;
6751;0;5;0;58.0;508;;19;4;0;0;4;;;;
6757;1;8;0;36.0;247;;20;1;0;4;4;;;;
6757;0;13;0;64.0;447;;19;1;0;3;5;;;;
6756;1;13;0;55.0;564;;10;1;0;4;5;;;;
6756;0;8;0;45.0;461;;9;1;0;1;5;;;;
6754;1;18;0;45.0;452;;14;2;0;1;5;;;;
6754;0;12;0;55.0;543;;7;1;0;1;5;;;;
6755;1;7;0;49.0;333;;10;0;0;2;4;;;;
6755;0;12;0;51.0;347;;19;0;0;1;2;;;;
6758;1;25;0;53.0;353;;13;2;0;2;9;;;;
6758;0;8;0;47.0;337;;18;2;0;4;2;;;;
6753;1;16;0;32.0;296;;12;1;0;1;5;;;;
6753;0;12;0;68.0;621;;11;3;0;1;2;;;;
6752;1;24;0;57.0;381;;16;1;0;2;8;;;;
6752;0;10;0;43.0;299;;20;2;1;2;4;;;;
6759;1;14;0;55.0;542;;11;4;0;0;5;;;;
6759;0;14;0;45.0;453;;10;3;0;0;0;;;;
6760;1;16;0;48.0;394;;14;3;0;5;4;;;;
6760;0;14;0;52.0;420;;16;3;0;2;4;;;;
6762;1;13;0;65.0;454;;15;3;0;2;12;;;;
6762;0;7;0;35.0;255;;18;1;0;2;6;;;;
6763;1;12;0;54.0;469;;18;3;0;1;0;;;;
6763;0;8;0;46.0;406;;13;2;0;1;5;;;;
6764;1;18;0;54.0;441;;10;2;0;0;7;;;;
6764;0;11;0;46.0;398;;11;2;0;4;7;;;;
6765;1;12;0;40.0;336;;13;1;0;4;5;;;;
6765;0;10;0;60.0;495;;11;0;0;1;10;;;;
6761;1;7;0;48.0;326;;26;3;0;8;3;;;;
6761;0;12;0;52.0;355;;15;2;1;1;3;;;;
6769;1;11;0;53.0;387;;16;3;0;2;6;;;;
6769;0;16;0;47.0;354;;14;1;0;3;2;;;;
6766;1;14;0;43.0;443;;15;3;0;2;4;;;;
6766;0;6;0;57.0;593;;17;2;0;3;1;;;;
6768;1;9;0;55.0;350;;15;1;0;2;6;;;;
6768;0;9;0;45.0;289;;19;3;0;0;4;;;;
6767;1;12;0;66.0;451;;18;2;0;5;3;;;;
6767;0;12;0;34.0;227;;27;4;0;0;3;;;;
6778;1;20;0;45.0;242;;20;4;0;2;7;;;;
6778;0;14;0;55.0;294;;16;2;0;3;6;;;;
6772;1;14;0;52.0;410;;11;3;1;5;5;;;;
6772;0;10;0;48.0;395;;11;3;0;3;5;;;;
6776;1;16;0;63.0;433;;13;0;0;3;4;;;;
6776;0;16;0;37.0;258;;22;4;1;1;4;;;;
6773;1;13;0;42.0;374;;11;0;0;0;5;;;;
6773;0;8;0;58.0;518;;12;2;0;2;6;;;;
6775;1;14;0;60.0;597;;8;0;0;5;5;;;;
6775;0;11;0;40.0;400;;18;2;0;1;2;;;;
6777;1;12;0;34.0;301;;20;3;0;0;4;;;;
6777;0;8;0;66.0;565;;18;2;1;1;6;;;;
6771;1;12;0;56.0;497;;15;1;0;3;5;;;;
6771;0;20;0;44.0;377;;18;2;0;1;3;;;;
6774;1;9;0;39.0;330;;20;1;0;1;1;;;;
6774;0;21;0;61.0;496;;19;1;0;2;6;;;;
6770;1;18;0;40.0;359;;16;2;1;3;7;;;;
6770;0;15;0;60.0;553;;10;0;1;2;3;;;;
6779;1;16;0;59.0;481;;22;2;0;1;10;;;;
6779;0;10;0;41.0;347;;22;2;0;2;3;;;;
6782;1;14;0;52.0;422;;13;1;1;2;5;;;;
6782;0;12;0;48.0;405;;15;3;0;5;4;;;;
6781;1;10;0;61.0;411;;19;5;0;2;3;;;;
6781;0;7;0;39.0;258;;17;4;1;1;10;;;;
6780;1;22;0;57.0;470;;6;3;0;2;12;;;;
6780;0;8;0;43.0;367;;9;2;0;0;4;;;;
6788;1;9;0;63.0;503;;18;1;0;1;3;;;;
6788;0;11;0;37.0;289;;15;6;0;1;5;;;;
6786;1;21;0;54.0;299;;25;1;0;0;5;;;;
6786;0;6;0;46.0;262;;24;2;0;1;2;;;;
6784;1;13;0;38.0;317;;20;1;0;3;5;;;;
6784;0;12;0;62.0;508;;14;0;0;4;7;;;;
6785;1;12;0;52.0;441;;13;3;0;0;4;;;;
6785;0;12;0;48.0;415;;15;4;0;0;8;;;;
6783;1;11;0;42.0;341;;26;3;0;0;4;;;;
6783;0;5;0;58.0;470;;28;3;0;1;4;;;;
6787;1;21;0;47.0;419;;12;3;0;2;3;;;;
6787;0;5;0;53.0;479;;16;4;0;3;4;;;;
6789;1;13;0;64.0;450;;23;5;0;1;7;;;;
6789;0;6;0;36.0;254;;19;6;0;2;3;;;;
6797;1;13;0;77.0;745;;6;0;0;5;9;;;;
6797;0;8;0;23.0;231;;9;1;0;0;2;;;;
6792;1;15;0;55.0;370;;19;1;0;2;7;;;;
6792;0;19;0;45.0;304;;23;1;0;0;7;;;;
6793;1;15;0;69.0;611;;10;2;0;1;10;;;;
6793;0;8;0;31.0;285;;13;3;1;0;5;;;;
6798;1;25;0;53.0;486;;13;1;1;1;13;;;;
6798;0;9;0;47.0;464;;9;1;0;0;1;;;;
6794;1;20;0;46.0;421;;9;2;0;5;6;;;;
6794;0;4;0;54.0;501;;22;4;0;2;5;;;;
6799;1;16;0;68.0;520;;22;5;0;1;6;;;;
6799;0;4;0;32.0;248;;22;2;0;1;2;;;;
6791;1;14;0;58.0;494;;15;2;0;1;6;;;;
6791;0;8;0;42.0;366;;12;5;1;1;4;;;;
6795;1;14;0;38.0;350;;15;1;0;1;7;;;;
6795;0;10;0;62.0;589;;16;6;0;1;2;;;;
6796;1;17;0;53.0;412;;14;0;0;0;13;;;;
6796;0;8;0;47.0;384;;15;1;0;0;4;;;;
6800;1;11;3;41.0;345;;7;2;0;3;4;;;;
6800;0;15;4;59.0;501;;10;3;0;1;6;;;;
6801;1;5;2;67.0;638;;10;2;0;1;1;;;;
6801;0;16;2;33.0;304;;12;2;0;3;7;;;;
6805;1;9;5;38.0;306;;15;1;0;2;5;;;;
6805;0;20;7;62.0;512;;18;5;0;2;8;;;;
6804;1;8;5;37.0;321;;10;0;0;0;5;;;;
6804;0;13;3;63.0;533;;13;1;0;0;5;;;;
6803;1;28;9;39.0;290;;11;0;0;4;14;;;;
6803;0;11;5;61.0;473;;11;0;1;1;3;;;;
6808;1;11;6;51.0;456;;13;0;0;2;4;;;;
6808;0;4;0;49.0;458;;17;2;0;1;2;;;;
6802;1;12;2;37.0;321;;6;0;0;2;7;;;;
6802;0;12;1;63.0;573;;15;2;0;2;4;;;;
6807;1;16;10;52.0;399;;19;0;0;5;3;;;;
6807;0;15;5;48.0;378;;16;2;0;2;2;;;;
6806;1;20;9;53.0;450;;13;2;0;1;6;;;;
6806;0;9;0;47.0;415;;19;5;0;1;4;;;;
6809;1;17;7;61.0;494;;17;1;0;1;6;;;;
6809;0;17;9;39.0;315;;13;2;0;1;6;;;;
6812;1;7;3;47.0;338;;24;6;0;1;3;;;;
6812;0;23;11;53.0;378;;17;4;0;2;4;;;;
6811;1;8;0;34.0;332;;11;2;0;0;4;;;;
6811;0;20;11;66.0;641;;13;1;0;1;7;;;;
6810;1;11;4;44.0;313;;16;1;0;1;3;;;;
6810;0;6;1;56.0;393;;13;1;0;2;4;;;;
6818;1;16;10;60.0;378;;13;4;0;3;10;;;;
6818;0;9;3;40.0;253;;23;1;1;3;5;;;;
6817;1;18;1;61.0;566;;11;2;0;0;5;;;;
6817;0;6;4;39.0;372;;16;3;1;3;3;;;;
6815;1;14;3;47.0;419;;13;0;0;0;3;;;;
6815;0;12;4;53.0;473;;6;1;0;2;4;;;;
6816;1;20;3;61.0;420;;18;0;0;3;12;;;;
6816;0;15;5;39.0;293;;23;6;0;4;5;;;;
6814;1;11;6;40.0;446;;15;1;0;1;1;;;;
6814;0;15;3;60.0;648;;12;0;0;1;6;;;;
6813;1;10;5;44.0;364;;20;3;0;1;5;;;;
6813;0;17;5;56.0;457;;14;3;0;2;7;;;;
6819;1;11;4;56.0;444;;16;1;0;1;5;;;;
6819;0;8;0;44.0;352;;10;2;0;2;6;;;;
6822;1;18;7;42.0;299;;11;2;0;3;3;;;;
6822;0;13;6;58.0;421;;11;3;0;1;7;;;;
6821;1;8;5;37.0;323;;13;3;0;1;9;;;;
6821;0;10;1;63.0;571;;16;1;0;2;3;;;;
6820;1;12;3;53.0;364;;19;3;0;7;9;;;;
6820;0;16;8;47.0;347;;16;3;0;4;6;;;;
6824;1;10;7;68.0;564;;16;2;0;2;6;;;;
6824;0;15;5;32.0;277;;14;2;0;1;6;;;;
6823;1;13;6;43.0;430;;10;1;0;3;5;;;;
6823;0;14;4;57.0;556;;12;0;0;0;5;;;;
6827;1;13;1;55.0;509;;8;2;0;1;9;;;;
6827;0;14;2;45.0;427;;14;3;0;0;6;;;;
6826;1;14;5;48.0;403;;23;2;0;5;5;;;;
6826;0;15;8;52.0;430;;11;0;0;5;9;;;;
6828;1;19;10;67.0;499;;21;3;1;0;12;;;;
6828;0;12;6;33.0;250;;13;1;0;2;6;;;;
6825;1;11;4;48.0;372;;20;1;0;1;2;;;;
6825;0;17;10;52.0;382;;18;1;0;1;11;;;;
6829;1;23;4;58.0;519;;16;1;1;3;6;;;;
6829;0;11;3;42.0;388;;11;0;1;0;0;;;;
6831;1;11;5;49.0;383;;15;3;0;1;6;;;;
6831;0;9;2;51.0;392;;11;2;0;5;6;;;;
6832;1;17;6;56.0;459;;18;0;0;5;5;;;;
6832;0;7;2;44.0;363;;22;5;0;0;2;;;;
6830;1;19;4;51.0;442;;11;0;0;2;9;;;;
6830;0;5;0;49.0;454;;9;1;1;0;1;;;;
6834;1;19;2;65.0;423;;19;2;0;0;11;;;;
6834;0;5;1;35.0;239;;19;2;0;4;2;;;;
6835;1;7;1;35.0;322;;26;4;0;0;2;;;;
6835;0;14;3;65.0;600;;25;4;0;1;5;;;;
6833;1;15;5;53.0;398;;20;2;0;1;7;;;;
6833;0;9;3;47.0;363;;12;4;0;2;6;;;;
6838;1;10;5;45.0;365;;13;2;0;2;7;;;;
6838;0;11;3;55.0;436;;12;5;0;3;7;;;;
6837;1;11;2;59.0;537;;15;2;0;3;6;;;;
6837;0;10;0;41.0;374;;13;3;0;1;5;;;;
6836;1;14;5;62.0;525;;8;1;0;2;4;;;;
6836;0;10;4;38.0;332;;16;3;0;1;5;;;;
6839;1;18;8;60.0;462;;21;0;0;6;7;;;;
6839;0;8;3;40.0;321;;27;2;0;4;4;;;;
6840;1;15;7;54.0;394;;19;3;0;1;10;;;;
6840;0;7;1;46.0;346;;16;3;0;1;4;;;;
6841;1;7;4;54.0;469;;20;3;0;4;2;;;;
6841;0;13;3;46.0;390;;10;1;0;4;10;;;;
6843;1;5;3;43.0;331;;14;4;0;7;2;;;;
6843;0;12;4;57.0;421;;17;3;0;1;8;;;;
6844;1;8;3;62.0;594;;13;4;0;2;7;;;;
6844;0;8;2;38.0;367;;9;2;0;2;2;;;;
6842;1;27;9;58.0;448;;10;0;0;2;14;;;;
6842;0;10;6;42.0;357;;14;3;0;3;1;;;;
6845;1;14;5;39.0;302;;17;2;0;1;3;;;;
6845;0;17;7;61.0;465;;16;2;0;2;8;;;;
6846;1;13;7;36.0;297;;20;1;0;4;8;;;;
6846;0;10;4;64.0;536;;9;2;1;0;3;;;;
6849;1;18;9;51.0;370;;14;1;0;1;10;;;;
6849;0;11;3;49.0;371;;18;1;0;1;6;;;;
6848;1;18;7;47.0;362;;22;4;0;0;5;;;;
6848;0;10;7;53.0;414;;9;3;0;2;1;;;;
6847;1;19;5;59.0;534;;18;4;0;0;5;;;;
6847;0;12;4;41.0;362;;12;2;1;1;6;;;;
6850;1;16;6;56.0;419;;24;4;0;3;6;;;;
6850;0;10;3;44.0;322;;19;2;0;1;3;;;;
6851;1;14;4;49.0;365;;15;0;0;2;3;;;;
6851;0;8;3;51.0;378;;19;1;0;2;3;;;;
6852;1;13;6;53.0;409;;14;4;0;1;5;;;;
6852;0;8;4;47.0;358;;28;3;0;1;5;;;;
6856;1;5;3;34.0;257;;8;2;0;3;1;;;;
6856;0;17;7;66.0;467;;22;4;0;2;6;;;;
6853;1;12;2;38.0;327;;17;2;1;1;4;;;;
6853;0;9;3;62.0;523;;18;1;0;2;9;;;;
6858;1;6;3;42.0;353;;20;3;0;2;4;;;;
6858;0;9;1;58.0;480;;7;2;0;1;4;;;;
6854;1;11;6;56.0;492;;11;1;0;2;3;;;;
6854;0;13;4;44.0;386;;15;1;0;1;0;;;;
6855;1;19;9;70.0;622;;11;3;0;1;7;;;;
6855;0;5;3;30.0;264;;21;4;0;1;2;;;;
6857;1;16;2;57.0;495;;15;1;0;2;7;;;;
6857;0;10;5;43.0;391;;12;0;1;3;4;;;;
6859;1;18;5;64.0;643;;15;0;0;2;11;;;;
6859;0;7;3;36.0;361;;16;1;0;0;4;;;;
6863;1;24;3;69.0;514;;11;2;0;2;12;;;;
6863;0;6;2;31.0;243;;10;4;1;4;6;;;;
6862;1;17;5;47.0;377;;21;3;0;2;7;;;;
6862;0;3;1;53.0;441;;24;6;0;1;2;;;;
6860;1;15;3;55.0;456;;12;1;1;0;2;;;;
6860;0;17;8;45.0;378;;10;1;0;2;7;;;;
6861;1;7;3;57.0;465;;21;1;0;1;5;;;;
6861;0;7;1;43.0;355;;14;1;0;3;1;;;;
6866;1;23;5;56.0;476;;12;2;0;2;5;;;;
6866;0;14;3;44.0;380;;16;2;0;1;4;;;;
6867;1;9;5;45.0;406;;16;1;0;2;10;;;;
6867;0;16;6;55.0;490;;14;3;0;3;7;;;;
6864;1;17;10;52.0;363;;24;3;0;1;3;;;;
6864;0;5;2;48.0;362;;15;2;0;0;5;;;;
6865;1;7;3;53.0;533;;9;0;0;6;6;;;;
6865;0;18;2;47.0;470;;16;1;0;4;7;;;;
6868;1;7;1;47.0;323;;16;1;1;5;5;;;;
6868;0;10;3;53.0;367;;14;4;1;2;6;;;;
6869;1;12;2;51.0;494;;12;4;0;2;3;;;;
6869;0;12;4;49.0;505;;17;3;0;1;2;;;;
6871;1;24;6;66.0;601;;16;1;0;0;11;;;;
6871;0;9;3;34.0;332;;15;5;0;0;0;;;;
6872;1;16;5;49.0;399;;20;4;0;0;4;;;;
6872;0;11;4;51.0;415;;22;1;0;0;6;;;;
6870;1;13;4;58.0;560;;17;3;0;2;5;;;;
6870;0;9;2;42.0;423;;13;4;0;3;2;;;;
6873;1;13;5;45.0;339;;18;2;0;3;10;;;;
6873;0;5;0;55.0;434;;13;3;0;5;4;;;;
6877;1;15;9;62.0;442;;14;2;0;2;3;;;;
6877;0;17;5;38.0;271;;23;5;0;1;5;;;;
6874;1;12;4;39.0;240;;16;1;0;0;3;;;;
6874;0;14;5;61.0;369;;25;6;0;1;4;;;;
6876;1;21;6;59.0;421;;11;0;0;2;8;;;;
6876;0;7;4;41.0;309;;13;2;0;4;3;;;;
6875;1;12;2;60.0;445;;12;2;0;4;5;;;;
6875;0;8;3;40.0;312;;24;2;0;4;3;;;;
6878;1;11;6;57.0;483;;10;0;0;3;5;;;;
6878;0;13;6;43.0;375;;19;0;0;1;5;;;;
6879;1;17;5;55.0;541;;12;5;0;0;2;;;;
6879;0;15;7;45.0;442;;14;2;0;0;8;;;;
